assay,config,seq_len,n_variants,n_positions,seconds,peak_mem_gb,variants_per_s,positions_per_s,rho_expt,category,msa_depth,rho_fp32
CALM1_HUMAN_Weile_2017,int8_dyn,149,1813,148,6.177,0.733,293.5,23.96,0.21310725199910754,OrganismalFitness,High,0.9961535161038747
CALM1_HUMAN_Weile_2017,int8_wo,149,1813,148,0.519,0.704,3494.4,285.16,0.21107556801759605,OrganismalFitness,High,0.9995867189660629
CAPSD_AAV2S_Sinai_2021,bf16,735,42328,28,2.204,1.539,19203.2,12.7,0.27789404811380847,OrganismalFitness,Low,0.9999220759254125
CAPSD_AAV2S_Sinai_2021,fp32,735,42328,28,2.833,3.099,14938.8,9.88,0.2766896522668176,OrganismalFitness,Low,1.0
CAPSD_AAV2S_Sinai_2021,fp8_dyn,735,42328,28,2.35,0.991,18009.9,11.91,0.2797559841739196,OrganismalFitness,Low,0.9979393043217215
CAPSD_AAV2S_Sinai_2021,int4_wo,735,42328,28,3.497,0.807,12103.7,8.01,0.29297106100444636,OrganismalFitness,Low,0.9747396197072095
CAPSD_AAV2S_Sinai_2021,int8_dyn,735,42328,28,3.441,0.966,12302.3,8.14,0.28170825979980224,OrganismalFitness,Low,0.9982162853011883
CAPSD_AAV2S_Sinai_2021,int8_wo,735,42328,28,2.286,0.938,18518.6,12.25,0.2777971805887529,OrganismalFitness,Low,0.9995676780448786
CASP3_HUMAN_Roychowdhury_2020,bf16,258,1567,257,0.61,1.347,2569.7,421.31,0.6382156646758371,Activity,High,0.9998323726013444
CASP3_HUMAN_Roychowdhury_2020,fp32,258,1567,257,2.735,2.724,572.8,93.97,0.6375201823939017,Activity,High,1.0
CASP3_HUMAN_Roychowdhury_2020,fp8_dyn,258,1567,257,2.454,0.763,638.7,104.73,0.635611367086048,Activity,High,0.9954253592412025
CASP3_HUMAN_Roychowdhury_2020,int4_wo,258,1567,257,4.797,0.615,326.7,53.58,0.6261082320840475,Activity,High,0.9775391657394719
CASP3_HUMAN_Roychowdhury_2020,int8_dyn,258,1567,257,9.413,0.744,166.5,27.3,0.6342924061537459,Activity,High,0.9961801286601133
CASP3_HUMAN_Roychowdhury_2020,int8_wo,258,1567,257,0.893,0.747,1754.0,287.79,0.6363639483053136,Activity,High,0.9996167537481032
CASP7_HUMAN_Roychowdhury_2020,bf16,281,1680,280,0.666,1.358,2524.2,420.42,0.6229440462577795,Activity,Medium,0.999769524132502
CASP7_HUMAN_Roychowdhury_2020,fp32,281,1680,280,3.288,2.745,510.9,85.16,0.6220943652140305,Activity,Medium,1.0
CASP7_HUMAN_Roychowdhury_2020,fp8_dyn,281,1680,280,2.593,0.776,648.0,107.98,0.6329200721340709,Activity,Medium,0.9920145834654999
CASP7_HUMAN_Roychowdhury_2020,int4_wo,281,1680,280,5.65,0.624,297.4,49.56,0.6122516284549775,Activity,Medium,0.9710203656672188
CASP7_HUMAN_Roychowdhury_2020,int8_dyn,281,1680,280,11.398,0.787,147.4,24.57,0.621130856864908,Activity,Medium,0.9948109969378107
CASP7_HUMAN_Roychowdhury_2020,int8_wo,281,1680,280,0.948,0.758,1772.9,295.36,0.6229641075533439,Activity,Medium,0.9994202396980949
CATR_CHLRE_Tsuboyama_2023_2AMI,bf16,72,1903,72,0.183,1.274,10392.2,393.44,0.6585799425939385,Stability,High,0.9999071940006283
CATR_CHLRE_Tsuboyama_2023_2AMI,fp32,72,1903,72,0.32,2.58,5947.5,225.0,0.658234427594272,Stability,High,1.0
CATR_CHLRE_Tsuboyama_2023_2AMI,fp8_dyn,72,1903,72,0.691,0.676,2754.4,104.2,0.6603482278906972,Stability,High,0.997908805266986
CATR_CHLRE_Tsuboyama_2023_2AMI,int4_wo,72,1903,72,0.448,0.544,4245.9,160.71,0.6423880040496212,Stability,High,0.9883599793490859
CATR_CHLRE_Tsuboyama_2023_2AMI,int8_dyn,72,1903,72,2.957,0.702,643.5,24.35,0.669595396424723,Stability,High,0.9965600844338366
CATR_CHLRE_Tsuboyama_2023_2AMI,int8_wo,72,1903,72,0.26,0.673,7333.3,276.92,0.6591208480328966,Stability,High,0.9998118087579443
CBPA2_HUMAN_Tsuboyama_2023_1O6X,bf16,72,2068,72,0.183,1.274,11310.5,393.44,0.7017272486939983,Stability,Medium,0.9998852866493915
CBPA2_HUMAN_Tsuboyama_2023_1O6X,fp32,72,2068,72,0.322,2.58,6414.1,223.6,0.7016595607938168,Stability,Medium,1.0
CBPA2_HUMAN_Tsuboyama_2023_1O6X,fp8_dyn,72,2068,72,0.687,0.676,3010.6,104.8,0.7005332157833764,Stability,Medium,0.9965628509815152
CBPA2_HUMAN_Tsuboyama_2023_1O6X,int4_wo,72,2068,72,0.45,0.544,4598.2,160.0,0.7120456519196161,Stability,Medium,0.9506597850691554
