assay,config,seq_len,n_variants,n_positions,seconds,peak_mem_gb,variants_per_s,positions_per_s,rho_expt,category,msa_depth,rho_fp32
AACC1_PSEAI_Dandage_2018,int8_dyn_sq,177,1801,161,7.645,2.984,235.6,21.06,0.5107103893049155,OrganismalFitness,High,0.9980089681410845
AACC1_PSEAI_Dandage_2018,int8_wo,177,1801,161,0.884,2.83,2037.9,182.13,0.5105349088917145,OrganismalFitness,High,0.9997174853372748
ACE2_HUMAN_Chan_2020,bf16,805,2223,117,1.795,5.951,1238.1,65.18,0.17322026696504622,Binding,Medium,0.9997692701495032
ACE2_HUMAN_Chan_2020,fp32,805,2223,117,12.608,11.999,176.3,9.28,0.17489633729165752,Binding,Medium,1.0
ACE2_HUMAN_Chan_2020,fp8_dyn,805,2223,117,2.225,3.439,999.0,52.58,0.1711468770724414,Binding,Medium,0.9944076521830143
ACE2_HUMAN_Chan_2020,int4_wo,805,2223,117,22.063,2.268,100.8,5.3,0.19043524811456472,Binding,Medium,0.9803754985937393
ACE2_HUMAN_Chan_2020,int8_dyn,805,2223,117,7.863,3.441,282.7,14.88,0.1906328098733935,Binding,Medium,0.9899061920598303
ACE2_HUMAN_Chan_2020,int8_dyn_asym,805,2223,117,5.272,3.932,421.6,22.19,0.1736417982988447,Binding,Medium,0.9974742373355029
ACE2_HUMAN_Chan_2020,int8_dyn_sq,805,2223,117,7.983,3.572,278.5,14.66,0.1672603140883505,Binding,Medium,0.995262022707806
ACE2_HUMAN_Chan_2020,int8_wo,805,2223,117,2.301,3.322,966.0,50.85,0.17351034837210452,Binding,Medium,0.999406153888492
ADRB2_HUMAN_Jones_2020,bf16,413,7800,412,3.099,5.643,2517.3,132.95,0.5053404706261865,Activity,Medium,0.9998905388036351
ADRB2_HUMAN_Jones_2020,fp32,413,7800,412,21.369,11.391,365.0,19.28,0.5051372907303704,Activity,Medium,1.0
ADRB2_HUMAN_Jones_2020,fp8_dyn,413,7800,412,4.317,3.073,1806.7,95.44,0.5059030250120667,Activity,Medium,0.9975613080151119
ADRB2_HUMAN_Jones_2020,int4_wo,413,7800,412,39.858,1.96,195.7,10.34,0.5030312213940202,Activity,Medium,0.9897348387486478
ADRB2_HUMAN_Jones_2020,int8_dyn,413,7800,412,20.941,3.132,372.5,19.67,0.5035555438012002,Activity,Medium,0.9940726157168505
ADRB2_HUMAN_Jones_2020,int8_dyn_asym,413,7800,412,10.288,3.326,758.2,40.05,0.5039706113246398,Activity,Medium,0.9990446719507072
ADRB2_HUMAN_Jones_2020,int8_dyn_sq,413,7800,412,20.97,3.204,372.0,19.65,0.505259357432438,Activity,Medium,0.9982590945292306
ADRB2_HUMAN_Jones_2020,int8_wo,413,7800,412,4.208,3.014,1853.7,97.91,0.5048152073746143,Activity,Medium,0.9997883338539849
AICDA_HUMAN_Gajula_2014_3cycles,bf16,198,209,11,0.054,5.479,3890.9,203.7,0.3475493267710184,Activity,Medium,0.9991094420186375
AICDA_HUMAN_Gajula_2014_3cycles,fp32,198,209,11,0.31,11.059,673.9,35.48,0.3470952680060249,Activity,Medium,1.0
AICDA_HUMAN_Gajula_2014_3cycles,fp8_dyn,198,209,11,0.169,2.872,1238.3,65.09,0.3426416218389362,Activity,Medium,0.9893053962715632
AICDA_HUMAN_Gajula_2014_3cycles,int4_wo,198,209,11,0.523,1.796,399.9,21.03,0.37539103147708075,Activity,Medium,0.9806377450944684
AICDA_HUMAN_Gajula_2014_3cycles,int8_dyn,198,209,11,0.729,2.868,286.8,15.09,0.347242771969775,Activity,Medium,0.9784054264307609
AICDA_HUMAN_Gajula_2014_3cycles,int8_dyn_asym,198,209,11,0.242,2.996,863.3,45.45,0.337099696571529,Activity,Medium,0.9947654198978484
AICDA_HUMAN_Gajula_2014_3cycles,int8_dyn_sq,198,209,11,0.723,2.887,289.1,15.21,0.3408507725180627,Activity,Medium,0.9964482815525211
AICDA_HUMAN_Gajula_2014_3cycles,int8_wo,198,209,11,0.078,2.849,2685.5,141.03,0.3473042830315039,Activity,Medium,0.9986911085118172
AMFR_HUMAN_Tsuboyama_2023_4G3O,bf16,47,2972,47,0.168,5.358,17648.8,279.76,0.2995612624255742,Stability,Medium,0.9999286475921325
AMFR_HUMAN_Tsuboyama_2023_4G3O,fp32,47,2972,47,0.509,10.828,5838.5,92.34,0.29715549783230166,Stability,Medium,1.0
AMFR_HUMAN_Tsuboyama_2023_4G3O,fp8_dyn,47,2972,47,0.541,2.732,5495.2,86.88,0.30381088473781054,Stability,Medium,0.9989194326937845
AMFR_HUMAN_Tsuboyama_2023_4G3O,int4_wo,47,2972,47,0.622,1.678,4775.0,75.56,0.31574549570100696,Stability,Medium,0.9909597567339948
AMFR_HUMAN_Tsuboyama_2023_4G3O,int8_dyn,47,2972,47,2.238,2.845,1328.2,21.0,0.3113390959946847,Stability,Medium,0.9961192875712986
AMFR_HUMAN_Tsuboyama_2023_4G3O,int8_dyn_asym,47,2972,47,0.754,2.809,3943.5,62.33,0.30061034163083666,Stability,Medium,0.9992986101694595
AMFR_HUMAN_Tsuboyama_2023_4G3O,int8_dyn_sq,47,2972,47,2.209,2.862,1345.4,21.28,0.296001015930993,Stability,Medium,0.9997502820000052
AMFR_HUMAN_Tsuboyama_2023_4G3O,int8_wo,47,2972,47,0.224,2.757,13290.3,209.82,0.29696780542536744,Stability,Medium,0.9998935342235061
AMIE_PSEAE_Wrenbeck_2017,bf16,346,6227,341,2.22,5.592,2805.2,153.6,0.6749777296728785,Activity,Medium,0.9997164814542661
AMIE_PSEAE_Wrenbeck_2017,fp32,346,6227,341,16.543,11.29,376.4,20.61,0.6744483783654985,Activity,Medium,1.0
AMIE_PSEAE_Wrenbeck_2017,fp8_dyn,346,6227,341,3.535,3.011,1761.3,96.46,0.6760504265733418,Activity,Medium,0.9936249763491338
AMIE_PSEAE_Wrenbeck_2017,int4_wo,346,6227,341,27.671,1.91,225.0,12.32,0.6598655995218659,Activity,Medium,0.9695725663885154
AMIE_PSEAE_Wrenbeck_2017,int8_dyn,346,6227,341,18.254,2.978,341.1,18.68,0.6703238621261242,Activity,Medium,0.9819798025904009
AMIE_PSEAE_Wrenbeck_2017,int8_dyn_asym,346,6227,341,7.435,3.224,837.5,45.86,0.6740232694196102,Activity,Medium,0.997396014099842
AMIE_PSEAE_Wrenbeck_2017,int8_dyn_sq,346,6227,341,18.214,3.02,341.9,18.72,0.6714450658582778,Activity,Medium,0.994491961925255
AMIE_PSEAE_Wrenbeck_2017,int8_wo,346,6227,341,3.049,2.963,2042.3,111.84,0.6745076500365105,Activity,Medium,0.9993688552297868
ANCSZ_Hobbs_2022,bf16,627,4670,274,3.237,5.811,1442.5,84.65,0.597068182375235,Activity,Medium,0.9999041507049997
ANCSZ_Hobbs_2022,fp32,627,4670,274,23.839,11.724,195.9,11.49,0.597874891410449,Activity,Medium,1.0
ANCSZ_Hobbs_2022,fp8_dyn,627,4670,274,4.11,3.273,1136.4,66.67,0.5961181939791523,Activity,Medium,0.9980824195151566
ANCSZ_Hobbs_2022,int4_wo,627,4670,274,40.195,2.128,116.2,6.82,0.5932732683937258,Activity,Medium,0.9910612927912477
ANCSZ_Hobbs_2022,int8_dyn,627,4670,274,16.285,3.301,286.8,16.83,0.5962466740263237,Activity,Medium,0.9957662574249796
ANCSZ_Hobbs_2022,int8_dyn_asym,627,4670,274,9.876,3.658,472.9,27.74,0.5970648538900966,Activity,Medium,0.9991100113169055
ANCSZ_Hobbs_2022,int8_dyn_sq,627,4670,274,16.395,3.406,284.8,16.71,0.5976988335665342,Activity,Medium,0.9971153513481991
ANCSZ_Hobbs_2022,int8_wo,627,4670,274,4.174,3.182,1118.7,65.64,0.5971811376178237,Activity,Medium,0.9997886108897339
ARGR_ECOLI_Tsuboyama_2023_1AOY,bf16,69,1287,69,0.187,5.377,6866.9,368.98,0.5013318860454087,Stability,Medium,0.9996918664226581
ARGR_ECOLI_Tsuboyama_2023_1AOY,fp32,69,1287,69,0.856,10.859,1503.0,80.61,0.499455472316715,Stability,Medium,1.0
ARGR_ECOLI_Tsuboyama_2023_1AOY,fp8_dyn,69,1287,69,0.747,2.752,1723.6,92.37,0.4933666996620921,Stability,Medium,0.9920757202234649
ARGR_ECOLI_Tsuboyama_2023_1AOY,int4_wo,69,1287,69,1.199,1.697,1073.5,57.55,0.5313843638589484,Stability,Medium,0.9776171971454232
ARGR_ECOLI_Tsuboyama_2023_1AOY,int8_dyn,69,1287,69,3.281,2.862,392.2,21.03,0.47455296599643365,Stability,Medium,0.8589885074621961
ARGR_ECOLI_Tsuboyama_2023_1AOY,int8_dyn_asym,69,1287,69,1.07,2.822,1203.4,64.49,0.49568567253062645,Stability,Medium,0.9940356631864509
ARGR_ECOLI_Tsuboyama_2023_1AOY,int8_dyn_sq,69,1287,69,3.245,2.881,396.6,21.26,0.4961118812895546,Stability,Medium,0.9970097009613978
ARGR_ECOLI_Tsuboyama_2023_1AOY,int8_wo,69,1287,69,0.27,2.765,4769.5,255.56,0.4994185325059533,Stability,Medium,0.9995413080200107
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,bf16,198,170,10,0.052,5.479,3263.2,192.31,0.3664181711481451,Binding,Low,0.9998106972863445
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,fp32,198,170,10,0.285,11.059,595.6,35.09,0.3668846672895256,Binding,Low,1.0
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,fp8_dyn,198,170,10,0.164,2.872,1034.0,60.98,0.3816576575160545,Binding,Low,0.9946238004595687
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,int4_wo,198,170,10,0.476,1.796,356.9,21.01,0.39396504137720095,Binding,Low,0.9748545425823026
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,int8_dyn,198,170,10,0.722,2.85,235.5,13.85,0.38773858952390106,Binding,Low,0.987557958593583
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,int8_dyn_asym,198,170,10,0.236,2.996,720.3,42.37,0.3664608145550903,Binding,Low,0.9973039535840224
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,int8_dyn_sq,198,170,10,0.72,2.866,236.1,13.89,0.3576361791459484,Binding,Low,0.9955703090861118
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,int8_wo,198,170,10,0.077,2.849,2205.1,129.87,0.3774353638494283,Binding,Low,0.9993850716721758
BBC1_YEAST_Tsuboyama_2023_1TG0,bf16,64,2069,64,0.187,5.371,11071.8,342.25,0.4570978032352872,Stability,High,0.9999272004127593
BBC1_YEAST_Tsuboyama_2023_1TG0,fp32,64,2069,64,0.802,10.851,2579.1,79.8,0.4576243163680104,Stability,High,1.0
BBC1_YEAST_Tsuboyama_2023_1TG0,fp8_dyn,64,2069,64,0.688,2.746,3008.1,93.02,0.47004767053148333,Stability,High,0.9980644832527386
BBC1_YEAST_Tsuboyama_2023_1TG0,int4_wo,64,2069,64,1.054,1.689,1963.7,60.72,0.4767235026679427,Stability,High,0.9933570122088358
BBC1_YEAST_Tsuboyama_2023_1TG0,int8_dyn,64,2069,64,2.934,2.858,705.1,21.81,0.4516720738406824,Stability,High,0.9959602668017684
BBC1_YEAST_Tsuboyama_2023_1TG0,int8_dyn_asym,64,2069,64,0.97,2.818,2133.1,65.98,0.4520880626394896,Stability,High,0.9992734511624434
BBC1_YEAST_Tsuboyama_2023_1TG0,int8_dyn_sq,64,2069,64,2.911,2.877,710.7,21.99,0.46475346744458645,Stability,High,0.999055522193316
BBC1_YEAST_Tsuboyama_2023_1TG0,int8_wo,64,2069,64,0.26,2.763,7956.9,246.15,0.46085141359986215,Stability,High,0.9997501453916399
BCHB_CHLTE_Tsuboyama_2023_2KRU,bf16,52,1572,52,0.159,5.361,9913.0,327.04,0.5213574156696219,Stability,Medium,0.999864899168521
BCHB_CHLTE_Tsuboyama_2023_2KRU,fp32,52,1572,52,0.618,10.832,2544.5,84.14,0.5205996665570809,Stability,Medium,1.0
BCHB_CHLTE_Tsuboyama_2023_2KRU,fp8_dyn,52,1572,52,0.596,2.735,2638.4,87.25,0.5077020442005271,Stability,Medium,0.9965561892187339
BCHB_CHLTE_Tsuboyama_2023_2KRU,int4_wo,52,1572,52,0.72,1.681,2183.2,72.22,0.5371972198846062,Stability,Medium,0.9901775101114058
BCHB_CHLTE_Tsuboyama_2023_2KRU,int8_dyn,52,1572,52,2.575,2.849,610.5,20.19,0.5077185344510539,Stability,Medium,0.9899579693079578
BCHB_CHLTE_Tsuboyama_2023_2KRU,int8_dyn_asym,52,1572,52,0.842,2.812,1867.6,61.76,0.5199740382934182,Stability,Medium,0.998687670320468
BCHB_CHLTE_Tsuboyama_2023_2KRU,int8_dyn_sq,52,1572,52,2.531,2.866,621.0,20.55,0.5221836809566176,Stability,Medium,0.9988363514177228
BCHB_CHLTE_Tsuboyama_2023_2KRU,int8_wo,52,1572,52,0.221,2.759,7099.8,235.29,0.5221864485253687,Stability,Medium,0.9997978630872716
BLAT_ECOLX_Deng_2012,bf16,286,4996,263,1.392,5.55,3589.6,188.94,0.4612956648836366,OrganismalFitness,High,0.9996515991523476
BLAT_ECOLX_Deng_2012,fp32,286,4996,263,11.178,11.194,446.9,23.53,0.46074305025864853,OrganismalFitness,High,1.0
BLAT_ECOLX_Deng_2012,fp8_dyn,286,4996,263,2.698,2.956,1851.9,97.48,0.4733895835041055,OrganismalFitness,High,0.989922142795817
BLAT_ECOLX_Deng_2012,int4_wo,286,4996,263,17.682,1.867,282.5,14.87,0.482107083062182,OrganismalFitness,High,0.9633744245122806
BLAT_ECOLX_Deng_2012,int8_dyn,286,4996,263,13.008,2.914,384.1,20.22,0.4624458900987788,OrganismalFitness,High,0.9824270504949206
BLAT_ECOLX_Deng_2012,int8_dyn_asym,286,4996,263,4.906,3.131,1018.4,53.61,0.4616457238175579,OrganismalFitness,High,0.9963956092332173
BLAT_ECOLX_Deng_2012,int8_dyn_sq,286,4996,263,12.967,2.921,385.3,20.28,0.46378730300055154,OrganismalFitness,High,0.9932591408885812
BLAT_ECOLX_Deng_2012,int8_wo,286,4996,263,1.986,2.92,2515.0,132.43,0.4611039887598528,OrganismalFitness,High,0.9993313470898612
BLAT_ECOLX_Firnberg_2014,bf16,286,4783,263,1.385,5.55,3452.8,189.89,0.5730634820529725,OrganismalFitness,High,0.9996553808287714
BLAT_ECOLX_Firnberg_2014,fp32,286,4783,263,11.174,11.194,428.0,23.54,0.5728511668468381,OrganismalFitness,High,1.0
BLAT_ECOLX_Firnberg_2014,fp8_dyn,286,4783,263,2.682,2.956,1783.6,98.06,0.5915812228085883,OrganismalFitness,High,0.9897352392827565
BLAT_ECOLX_Firnberg_2014,int4_wo,286,4783,263,17.68,1.867,270.5,14.88,0.6261885459527691,OrganismalFitness,High,0.9634997953673445
BLAT_ECOLX_Firnberg_2014,int8_dyn,286,4783,263,13.025,2.914,367.2,20.19,0.6001018049662281,OrganismalFitness,High,0.9822716743055667
BLAT_ECOLX_Firnberg_2014,int8_dyn_asym,286,4783,263,4.9,3.131,976.1,53.67,0.5770736823931376,OrganismalFitness,High,0.9963915893412549
BLAT_ECOLX_Firnberg_2014,int8_dyn_sq,286,4783,263,12.988,2.921,368.3,20.25,0.571908348198765,OrganismalFitness,High,0.9933733851604895
BLAT_ECOLX_Firnberg_2014,int8_wo,286,4783,263,1.984,2.92,2411.1,132.56,0.574541663448257,OrganismalFitness,High,0.9993326019636749
BLAT_ECOLX_Jacquier_2013,bf16,286,989,263,1.347,5.55,734.3,195.25,0.5877870266506517,OrganismalFitness,High,0.9995519877456637
BLAT_ECOLX_Jacquier_2013,fp32,286,989,263,11.153,11.194,88.7,23.58,0.5879431984396909,OrganismalFitness,High,1.0
BLAT_ECOLX_Jacquier_2013,fp8_dyn,286,989,263,2.658,2.956,372.1,98.95,0.6034812005868199,OrganismalFitness,High,0.9900037341237744
BLAT_ECOLX_Jacquier_2013,int4_wo,286,989,263,17.641,1.867,56.1,14.91,0.6394026170507009,OrganismalFitness,High,0.9624274772389491
BLAT_ECOLX_Jacquier_2013,int8_dyn,286,989,263,12.954,2.914,76.3,20.3,0.6012788381050853,OrganismalFitness,High,0.9809009094841742
BLAT_ECOLX_Jacquier_2013,int8_dyn_asym,286,989,263,4.861,3.131,203.5,54.1,0.5903847413997574,OrganismalFitness,High,0.9960948476282042
BLAT_ECOLX_Jacquier_2013,int8_dyn_sq,286,989,263,12.947,2.921,76.4,20.31,0.5871440713859096,OrganismalFitness,High,0.9925699623837618
