assay,seq_len,rho_fp32_expt,delta_int8_dyn,fid_int8_dyn,delta_int8_dyn_asym,fid_int8_dyn_asym,delta_int8_dyn_sq,fid_int8_dyn_sq
DLG4_HUMAN_Faure_2021,724,0.48747881231274703,0.007071589046326432,0.994642443732751,0.0033478461412647653,0.9984819028295,0.0060522923861675015,0.9980291930211144
DLG4_RAT_McLaughlin_2012,724,0.47769768341471525,-0.0032457804982892746,0.9913733098856085,0.0010971835593344137,0.9976706825423816,0.005455726243111969,0.9965555533328588
DN7A_SACS2_Tsuboyama_2023_1JIC,55,0.3374462438423039,0.02343509397897675,0.9251689397299661,-0.012429556667355679,0.9961562042710616,-0.023733227999625017,0.9934000693775675
DNJA1_HUMAN_Tsuboyama_2023_2LO1,65,0.7527060529242304,0.0033887201781770404,0.9971306559713948,0.001856482407886162,0.9993034223594255,0.00906043182153693,0.9992572842356648
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,66,0.5079106673780882,-0.010382390358987637,0.992414483587042,0.001148088437402106,0.9992707498463853,0.005222439349648611,0.9980457440528874
DYR_ECOLI_Nguyen_2023,159,0.5287939094988087,-0.006471712075773017,0.9971021065465799,-0.001988736059700291,0.9993002082113329,-0.0004920622847580658,0.999062417044032
DYR_ECOLI_Thompson_2019,159,0.5064979123002099,-0.0035507680200588254,0.9965704536355802,-0.00026187213709105706,0.9991644234467143,0.0012026323135582162,0.9988604987708686
ENVZ_ECOLI_Ghose_2023,60,0.15301643673468457,-0.0006896856957013531,0.9836869489936849,0.008247072424775376,0.9952994274033322,-0.0025838673589118066,0.9945827414620468
ENV_HV1B9_DuenasDecamp_2016,853,0.04798439445793469,-0.04261498606797636,0.9761656209462749,-0.005605315382137092,0.9960658733262489,0.00034127275728979,0.9930003341685725
ENV_HV1BR_Haddox_2016,861,0.06927172305050414,0.0020841741755659032,0.9645672868295656,-0.0018561054824526163,0.9960883463435766,0.0008200393809595363,0.9938608171367201
EPHB2_HUMAN_Tsuboyama_2023_1F0M,66,0.7691586679256817,0.005097139179062737,0.9978376027729787,0.003638903698503282,0.9994401568641099,0.00016909991350932962,0.9992254232030564
ESTA_BACSU_Nutschel_2020,212,0.280628834477951,-0.006800971052303706,0.9911296659081722,0.0020481708951590183,0.9980685621330772,0.0007387372662800429,0.99702574543409
F7YBW8_MESOW_Aakre_2015,93,0.3659990907104244,-0.012916350711364655,0.9921857434249152,-0.0017964311345555206,0.9991716403847476,0.025543233195776893,0.9937988852019121
F7YBW8_MESOW_Ding_2023,93,0.4560713145528372,-0.010882567104293583,0.9972136291735069,-0.013918459395321381,0.9991642321172701,8.394348117890527e-05,0.9994797165975187
FECA_ECOLI_Tsuboyama_2023_2D1U,72,0.4803071307567983,0.001680577465986044,0.9939068687039551,0.0001573002403927326,0.9986794162746516,-0.007076909782313623,0.9979715504398209
FKBP3_HUMAN_Tsuboyama_2023_2KFV,69,0.2647579785852322,-0.12675998414796483,0.6130228665087305,-0.016418448501342442,0.9817670063490255,-0.009756916517364322,0.9929599039720555
GAL4_YEAST_Kitzman_2015,881,0.6697618361539208,0.0015680953525375463,0.9936121465537432,-0.0010819070796419528,0.9986338308290342,-0.0014855101017188233,0.9967044257257323
GCN4_YEAST_Staller_2018,281,0.26110940298773283,0.01343629173422567,0.9933909062670043,-0.0009924790895760038,0.9995450944367231,-0.003140069205189111,0.9977469900951379
GDIA_HUMAN_Silverstein_2021,447,0.3562004567099508,0.012261452334512868,0.9794446005378576,0.004170330674509004,0.9955840496440498,-0.003400576871138705,0.989384339552209
GFP_AEQVI_Sarkisyan_2016,238,0.14858975519894882,-0.0239081336029833,0.8919831717885602,-0.0033442326028178815,0.984860054121775,0.006868489127627719,0.9919676716344535
GLPA_HUMAN_Elazar_2016,150,0.380361324857812,0.010285187797076711,0.9829917491843573,0.0019609741161360494,0.9975105708654582,0.000276272601864358,0.9933905665528001
GRB2_HUMAN_Faure_2021,217,0.534520934994048,0.019809314162618774,0.9922745321887284,0.00789985975991836,0.9983688140179396,-0.000698769802104926,0.9981073300117069
HCP_LAMBD_Tsuboyama_2023_2L6Q,55,0.5878949307745008,0.030743515428974688,0.9885640935922567,-0.001615600232517167,0.9983980034589002,0.0006827350883965577,0.9980636343489727
HECD1_HUMAN_Tsuboyama_2023_3DKM,72,0.34018478586504675,-0.018169070470299975,0.9878301066659065,0.004069081401821106,0.9986046819476521,-0.004343023155782666,0.9988158826539117
HEM3_HUMAN_Loggerenberg_2023,361,0.4180256915170506,0.005826063845474461,0.9922386480764356,0.0024602900249828252,0.9987370888055805,0.002961028844830793,0.9975348479474261
HIS7_YEAST_Pokusaeva_2019,220,0.47531830784143986,-0.002310710005714589,0.9897436287283622,0.004097124776978933,0.9962162949151481,-0.012512537556667258,0.9956845330988073
HMDH_HUMAN_Jiang_2019,888,0.3744121203657115,0.019849292108045258,0.9889713542749877,0.0019831121115738704,0.9984983818853811,0.0013908617316620853,0.9967170108470377
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,709,0.3087852797225825,-0.01627326236655241,0.9920094756103727,0.00042422105170553115,0.9972375485614395,0.002457443952555316,0.994710831458813
HSP82_YEAST_Flynn_2019,709,0.3588554964122312,-0.005786586545426797,0.989300966488598,0.0007288084184088328,0.9981684860003402,0.011702630616243936,0.970282062847081
HSP82_YEAST_Mishra_2016,709,0.47289322003269696,-0.0112597846535204,0.9897351696266437,-0.002638699173069692,0.9984904479079778,0.00045592357056789545,0.9731260435330971
HXK4_HUMAN_Gersing_2022_activity,465,0.5079023754623042,0.0004696886540385137,0.9925830881980005,0.0014985390936612664,0.9985430493971036,-0.004236945373893408,0.9972472123458379
HXK4_HUMAN_Gersing_2023_abundance,465,0.3756665636893791,0.002913588218561358,0.992606263222608,0.0013202457370665166,0.9985438103485713,0.0005842808630971974,0.9972434329753883
I6TAH8_I68A0_Doud_2015,498,0.01338631872116696,0.011973986565716164,0.9674761189212293,0.0008985630008002971,0.9983778121160156,0.00039578115220228506,0.9989459256133133
IF1_ECOLI_Kelsic_2016,72,0.5560956478014761,-0.005720846679488689,0.9892846708393932,0.0022583971658289848,0.9985080833527031,-0.0012130579701311595,0.9980547377675177
ILF3_HUMAN_Tsuboyama_2023_2L33,71,0.2824069628366655,0.03553874467402407,0.979734917835894,0.007195885736866747,0.995944639251676,-0.0020150593454276167,0.9935539806097817
ISDH_STAAW_Tsuboyama_2023_2LHR,55,0.4785339946578343,-0.025498279136926982,0.9760896639920893,-0.000569248456835092,0.9981509968854043,-0.004213665918328224,0.999097132632579
KCNE1_HUMAN_Muhammad_2023_expression,129,0.06231420384536857,0.015405220238114338,0.9764733547829568,-0.004015601773719492,0.9965791141265282,-0.004949012931088126,0.9929978542730735
KCNE1_HUMAN_Muhammad_2023_function,129,0.46521985082238415,0.002671641569207295,0.9766027944919254,0.005379210906163223,0.9965897555390414,0.0031741341757551833,0.9930392728787537
KCNJ2_MOUSE_Coyote-Maestas_2022_function,428,0.3851154314103009,-0.0047862098002764975,0.9949799975529968,-0.0010883264825952699,0.999055174159898,-0.00265357569782243,0.9980752984978454
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,428,0.342920374544274,0.002137979770864107,0.99483497245164,0.002930557345306506,0.9990516117330311,-0.003217732991972977,0.9980547523638926
KKA2_KLEPN_Melnikov_2014,264,0.6451471699566832,-0.0015923755647172522,0.994266150397599,0.0020181865058755966,0.9983349685582644,-0.0019745479360845364,0.9974809409317356
LGK_LIPST_Klesmith_2015,439,0.5803039496240326,-0.005510246866194057,0.9899907707569794,-0.0001511817843251606,0.9977134082257786,-0.004496499089068351,0.9961126555197073
LYAM1_HUMAN_Elazar_2016,372,0.42556659726004176,-0.01486989359890556,0.9832505370111755,-0.006912670701198886,0.996070112026555,-0.003284375029662834,0.9935805861994025
MAFG_MOUSE_Tsuboyama_2023_1K1V,41,0.5508142004128502,-0.05751749207902068,0.9859878372169751,0.007373647215050072,0.9993006652124845,-0.0030459564433852337,0.9996968154897657
MBD11_ARATH_Tsuboyama_2023_6ACV,66,0.6850421886493171,0.02735862779779885,0.9887685512551488,-0.0012414105935156794,0.9987754494519581,0.003994825847681516,0.998699864708766
MET_HUMAN_Estevam_2023,287,0.5961928008384558,-0.004535841021656717,0.9946718652714208,-0.0010035650705244592,0.9987100919371341,-0.002424921910081257,0.9971026053554741
MK01_HUMAN_Brenan_2016,360,0.18915803098804243,0.006149519682740967,0.9904176566788659,0.000696510614583451,0.9982830614312487,0.0012846964813378048,0.9973093694875896
MLAC_ECOLI_MacRae_2023,211,0.3823575277010214,-0.005643780943164756,0.9930131209930771,-0.0028381239171547112,0.9987472217254424,-0.0052078067230912906,0.9975720199790835
MSH2_HUMAN_Jia_2020,934,0.2964985357241636,0.015110523354242067,0.9732470606829314,0.0011735041510875788,0.9960619021852902,-0.006120458751482927,0.9501074917221404
MTH3_HAEAE_RockahShmuel_2015,330,0.6082268276315176,-0.007243280344613301,0.992055921315259,0.0014363723441228604,0.9984913839949291,-0.00477674229217917,0.9973050199500306
MTHR_HUMAN_Weile_2021,656,0.27587309720676917,-0.006197601568613376,0.9848943930460595,0.0007028985918745567,0.9974709304379329,0.007734892599996879,0.9952366525681479
MYO3_YEAST_Tsuboyama_2023_2BTT,61,0.5074242405597463,0.027496390660225023,0.9908629570996382,-0.00397278802649792,0.9974148538568454,0.00040519821152218416,0.9979256181685534
NCAP_I34A1_Doud_2015,498,0.03144731835486379,0.002079740099493868,0.9647812522726061,-9.693381680305618e-05,0.9982542151663223,9.521335049350599e-05,0.9989158219391001
NKX31_HUMAN_Tsuboyama_2023_2L9R,61,0.5823503121113369,0.02072008325459851,0.9948068806595726,0.0002477056871788008,0.9990707761995287,0.0005318239792208024,0.9989524761037476
NRAM_I33A0_Jiang_2016,453,0.5405370170470841,0.0328850915500678,0.980229849513471,0.018592377343564892,0.9956608478037009,0.0037518708045729543,0.9884433704532211
NUD15_HUMAN_Suiter_2020,164,0.5834937901732852,-0.004114595183695724,0.9886695560014576,-0.0044111720100964424,0.998503680983786,0.005182977650474263,0.9977216094518642
NUSA_ECOLI_Tsuboyama_2023_1WCL,69,0.532353716111321,-0.01625649061463852,0.9948390683746354,0.00016425518826124197,0.9989339523521997,0.012193935895032926,0.9981852933990447
NUSG_MYCTU_Tsuboyama_2023_2MI6,55,0.5253889501645128,-0.0037155332977815148,0.9913813090815915,-0.00046991224126369247,0.9985951831732933,0.0026886514130746164,0.9987716170383183
OBSCN_HUMAN_Tsuboyama_2023_1V1C,65,0.7860797238997108,0.007598120095523853,0.9870297562204302,-0.007077190355311291,0.9936380837793424,0.0007398271176950466,0.9969057456392062
ODP2_GEOSE_Tsuboyama_2023_1W4G,44,0.08901073850391672,0.060917531485110865,0.9477683452332853,0.0034769688643010027,0.9939420369424824,-0.013895099412177536,0.9945825884074361
OPSD_HUMAN_Wan_2019,348,0.4493388186893918,0.04156591290817602,0.9853477920860857,0.0015721811043695189,0.9972170110464516,0.0045839442415812615,0.9955934367862395
OTC_HUMAN_Lo_2023,354,0.5095859731344979,0.01801233971709626,0.9927972617507658,0.006111623588033077,0.9983560421493506,0.0037268854093615023,0.9971680929056237
OTU7A_HUMAN_Tsuboyama_2023_2L2D,42,0.3621647942778059,0.0021588397045788077,0.9574549420772083,-0.01362188753522997,0.9872519835164939,0.0019194825419232009,0.9935075457204702
OXDA_RHOTO_Vanella_2023_activity,364,0.39028060827277966,-0.0031778928727144717,0.992257455719338,0.001836817384604006,0.9984920846588341,-0.002747394721062335,0.9974964113208261
OXDA_RHOTO_Vanella_2023_expression,364,0.3509820783542683,0.008613007425610553,0.9924359386126245,0.002967561975663058,0.998554803482517,0.0004703645681943258,0.9975661074890473
P53_HUMAN_Giacomelli_2018_Null_Etoposide,393,0.46863352448455337,0.003958963953053396,0.989191194470645,0.000492481222813701,0.9984677451046298,-0.0033441504467858207,0.9969152713063619
P53_HUMAN_Giacomelli_2018_Null_Nutlin,393,0.430845338831885,0.005794682574395582,0.989191194470645,0.0024855980591844684,0.9984677451046298,-0.0015345335789868075,0.9969152713063619
P53_HUMAN_Giacomelli_2018_WT_Nutlin,393,0.44639783553561524,0.009101477783064194,0.989191194470645,0.002760626094406804,0.9984677451046298,-0.00209972595704927,0.9969152713063619
P53_HUMAN_Kotler_2018,393,0.6983686519077006,0.004003715144704434,0.990368243672994,0.0005099374902337583,0.9984866435356294,-0.0040034874501146955,0.9955265440449406
P84126_THETH_Chan_2017,254,0.595584061602616,0.015591459007929243,0.9931036249090307,0.00206488902429125,0.9986693312013677,0.00291558979134543,0.9980466571995901
PABP_YEAST_Melamed_2013,577,0.6837148338345407,-0.005048992452935108,0.9946468114806568,0.0016252742026948708,0.9991354780367363,-0.0016912372193452763,0.9984292808925603
PAI1_HUMAN_Huttinger_2021,402,0.33475918594356313,0.004689515327696014,0.9895888016445282,-0.0021271369399814555,0.9975465446498565,0.0031449893089401937,0.9949419659185068
PA_I34A1_Wu_2015,716,0.041055388106618136,-0.003440979346698847,0.903582763809023,0.0004527097523016818,0.9918017047390741,-0.0012504150621787044,0.9950981163924428
PHOT_CHLRE_Chen_2023,118,0.7141565993258656,-0.018236199618628324,0.9876065609380749,0.0013885475488260024,0.9983372776232687,0.0033579417151178292,0.9976548036842627
PIN1_HUMAN_Tsuboyama_2023_1I6C,39,0.5204623736203821,0.010974390347085916,0.9893724313425366,0.006859644438878876,0.9978818318800212,-0.0080332818538712,0.9971328854628548
PITX2_HUMAN_Tsuboyama_2023_2L7M,52,0.5864404977494572,0.01816206513719032,0.9963017760536703,-0.004330347222567532,0.9991558519269228,0.0050828729972608455,0.9990385487005965
PKN1_HUMAN_Tsuboyama_2023_1URF,71,0.23562451483207225,0.0013467824915699422,0.9787262805036308,-0.0035515570166167465,0.9972065881261669,0.002020999643096738,0.9966454036138473
POLG_DEN26_Suphatrakul_2023,900,0.2753810678537124,-0.010266903299416985,0.9718732783786728,-0.00010896422782935566,0.9950870237175957,-0.004311435461733293,0.9921874202748083
POLG_PESV_Tsuboyama_2023_2MXD,53,0.11437072413137611,-0.06217254126204701,0.977501689618069,-0.0047931026079240935,0.9976413421176312,-0.007164810217326206,0.9983078596019636
PPARG_HUMAN_Majithia_2016,505,0.7359832233952014,-0.0059987609335578895,0.9901673209815343,-0.0028448002759370317,0.9982309744663667,-0.004106737547131312,0.9974350344607489
PPM1D_HUMAN_Miller_2022,605,0.6275136006539104,-0.002084574975089293,0.9927995240806762,-0.0014430689038678057,0.9987615754313426,-0.0022334125879693856,0.997459251098593
PR40A_HUMAN_Tsuboyama_2023_1UZC,63,0.7399970964876119,0.0044333561746866534,0.9916466998423688,-0.006013454928064266,0.9984125923017253,-0.001972678828768837,0.9987539102223021
PRKN_HUMAN_Clausen_2023,465,0.6575540735808585,-0.002719357071955253,0.9914561707817146,-6.712118220053576e-05,0.9983569771589547,-0.002816295284786663,0.9955813634709338
PSAE_PICP2_Tsuboyama_2023_1PSE,68,0.6273314352966723,0.01790929643346484,0.9908903670265081,0.0033128285875505536,0.998625666780972,0.0008762959238486356,0.9984062059264394
PTEN_HUMAN_Matreyek_2021,403,0.26521367293713216,0.02876688696446711,0.9499239644264141,0.007018750802827267,0.9915365735751455,0.017187140224223296,0.9855916854029435
PTEN_HUMAN_Mighell_2018,403,0.30756396944101067,0.028808309887144334,0.955574415340488,0.007676380809092387,0.9919968042963769,0.020797185515416983,0.986210031968449
Q2N0S5_9HIV1_Haddox_2018,860,0.0930693799920658,0.0005402905678421888,0.96764805878141,0.0021238568107932454,0.9963498363934561,-0.005119198187374538,0.9925297395149753
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,365,0.2871818348378212,-0.013286908681523768,0.9875198622636912,-0.002999544026537293,0.9971270174117364,0.010147410563011605,0.9946844240532702
Q53Z42_HUMAN_McShan_2019_expression,365,0.5502017220741218,-0.0045026289343662595,0.9875198622636912,-0.0012484365715292878,0.9971270174117364,0.011056132724895251,0.9946844240532702
Q59976_STRSQ_Romero_2015,501,0.5597017054767072,0.014240523122163173,0.9921388216987529,-0.0006814581751107829,0.9988309414182991,-0.005947972161814974,0.9979603816123218
Q6WV12_9MAXI_Somermeyer_2022,222,0.01010503364265114,-0.012412476423376027,0.9320560112107755,0.009418265911567122,0.9916635230838503,-0.010277164805891501,0.99383090570393
Q837P4_ENTFA_Meier_2023,589,0.5453105882355651,-0.0074822363537341285,0.991845061249826,-0.0017911388956810548,0.9968831112363181,-0.0008621960587562594,0.9967065890363032
Q837P5_ENTFA_Meier_2023,571,0.4360292455106659,0.01608882114146143,0.9879362712672126,-0.004298862884379695,0.9982474001285191,-0.007330786139585099,0.9963457385338714
Q8WTC7_9CNID_Somermeyer_2022,238,-0.00710473797135925,0.0017202244880122515,0.8838247704293002,-0.019273499812769792,0.9667399275418563,-0.0016237082906312168,0.9843617088675438
R1AB_SARS2_Flynn_2022,306,0.4981613737718889,-0.009293568989083734,0.9791891067115408,-0.005001745571353355,0.9959926736671111,-0.008150503865363201,0.9927869731129684
RAD_ANTMA_Tsuboyama_2023_2CJJ,54,0.467392318869752,0.014347220586188869,0.993474823934022,-0.006649275376258257,0.9978488605887961,0.0005240440922265055,0.9972837539457566
RAF1_HUMAN_Zinkus-Boltz_2019,648,0.4330293809234446,0.01577919502451053,0.9896300954896832,0.0012098720905011628,0.9973054890649453,-0.00365877088051475,0.997164866054623
RASH_HUMAN_Bandaru_2017,189,0.43974753755310453,0.004111428992234767,0.9922147461464159,0.004623687561167322,0.9981792012274465,-0.0013928529264267686,0.995845977172279
RASK_HUMAN_Weng_2022_abundance,188,0.23070985304279032,0.0032005670433906674,0.9943239821045267,0.0007368606665279775,0.9986558096149246,0.015344618027906876,0.9963937247938581
RASK_HUMAN_Weng_2022_binding-DARPin_K55,188,0.563462038932241,0.002541980787609255,0.9944696490317125,0.0021639823263646107,0.998667146708316,-0.006015600220257378,0.9964687904721079
RBP1_HUMAN_Tsuboyama_2023_2KWH,52,0.3282017785499028,0.019620013205127074,0.9777663378941778,0.012615634825828781,0.996314357821864,-0.0004673061523099431,0.9971204703588874
RCD1_ARATH_Tsuboyama_2023_5OAO,57,0.481951410786348,0.027455455074896273,0.9899738840094123,0.007945816975015008,0.9985037555906472,0.002109302189722495,0.998627903461131
RCRO_LAMBD_Tsuboyama_2023_1ORC,63,0.5728263126825909,-0.01638620938584201,0.9918373809017759,-0.011899461175477133,0.9992010869284303,0.0013662486788681427,0.9996774823387883
RD23A_HUMAN_Tsuboyama_2023_1IFY,44,0.4639497190046915,0.007090622736188157,0.9944859844883323,0.0037744181423303713,0.9982981522151465,0.0005939828160328453,0.9989114167143442
RDRP_I33A0_Li_2023,757,0.38899707203617073,-0.02820540482709688,0.9397597998233488,-0.005812064226567437,0.9900422909002699,0.004977764763391124,0.9811368906095942
REV_HV1H2_Fernandes_2016,116,0.2807659952536595,-0.010695448291034415,0.9732857120095912,-0.004920105384275841,0.996303775968351,0.0014525917183679238,0.9951473100001323
RFAH_ECOLI_Tsuboyama_2023_2LCL,55,0.261110862269819,7.224252709964185e-05,0.9945006897092334,0.0018894358320295512,0.9990990755158766,-0.0038961543710248625,0.9978599353060308
RL20_AQUAE_Tsuboyama_2023_1GYZ,59,0.6802318212547658,-0.018437874382599806,0.9944511358508756,-0.002371213652036075,0.9989911272641125,-0.007736091708488768,0.9987852910227683
RL40A_YEAST_Mavor_2016,128,0.44605941112335024,-0.010956913422853487,0.9889089662075217,-0.005577658155389076,0.9965714195753693,0.005774804944661094,0.9962049384744255
RL40A_YEAST_Roscoe_2013,128,0.47936907498267145,-0.011248022862466511,0.9885083713119284,-0.002030064966998202,0.996511816307587,0.016544924830560137,0.995909546804953
RL40A_YEAST_Roscoe_2014,128,0.4273297450431527,0.0165785162433304,0.9894855851990235,-0.0019590986383599684,0.9968458213246985,0.008997866016664247,0.9965005835767751
RNC_ECOLI_Weeks_2023,226,0.595492548324785,-0.005662655523553606,0.9964710947050126,0.00016335156997138167,0.9990005321798467,-0.0016739307574247242,0.9984871099894643
RPC1_BP434_Tsuboyama_2023_1R69,61,0.6874050770358426,-0.006806344329707392,0.9965698891943061,0.0002369890920543849,0.9992871029466096,0.005469313170637036,0.9990145933134121
